siteID,submission_dt,date,bandNumber,type,status,notes,delete_flag
BEEGERLNC1,,2016-09-02,2701-55834,P,alive,"Landed on suet at 9:45 am EDT, took suet piece and flew (feeding young?)",0
DICKSUSPA1,,2016-09-05,1352-45814,P,alive,"This female banded in 2015 seen in the front yard feeding, then carrying food?  Worm in beak, moved from ground to low tree and then flew away. No fledglings seen.",0
DEBRMARNC1,,2016-09-10,2180-92544,P,alive,"Chantal (as I named her) was banded although she had bumblefoot. At this point, she was perching only on her right leg, holding her left leg up to her breast.",0
MEALRYAPA1,,2016-09-17,2750-64136,P,alive,"2015 bird banded by Martin Beal, on back yard feeder where it was banded.",0
LAFOMELVA1,,2016-09-23,2730-26426,P,alive,2 unbanded Chickadees.  1 immature female cardinal.  2 unbanded cardinals.,0
DEPHKATPA1,,2016-09-25,2750-63969,P,alive,"No band on left leg-won't let me enter ""no band"" so I selected aluminum.",0
THOMDEBPA1,,2016-09-29,2441-14806,P,alive,Bird # 2441-14896  My sheet shows an X for the bottom right leg band on this bird. No band was listed for the bottom left leg. Have seen this bird over and over.,0
GALVLIBPA2,,2016-10-26,4501-87596,N,alive,"Please note I'm not sure of the site code and just guessed what it would be since my neighbor Libby Galvanek set up the banding session. Please clarify what the site code is, if GALVLIB or BURNLIB (or something else entirely?). Address is 5893 Keystone Drive, Bethel Park, PA 15102. Email to joe.papp01@gmail.com
",0
GRIFRACMA1,,2016-10-27,1891-11072,P,alive,This is the same male cardinal who removed/lost his aluminum and purple bands.,0
DEPHKATPA1,,2016-11-08,2750-63968,P,alive,**** There is no band on the right leg-don't know how to report that.,0
KIMBMARGA1,,2016-11-13,2711-58029,P,alive,"Sparrow's leg continues to be injured. Seems to manage, but can't grip a branch or twig.",0
BEEGERLNC1,,2016-11-20,1352-92507,P,alive,"Feeding on suet . Suet is in cage nailed to snag. Previous sighting of this bird was August 5, 2016, so I was surprised to see it again.",0
ROSETRANC1,,2016-11-23,2711-64150,P,alive,"Nelson, yes I named him. Spotted at feeder, ~ 3 pm, containing black sunflower seed & suet cake. Was excited to see him as rarely see at feeder!",0
DEBRMARNC1,,2016-11-26,2180-92544,P,alive,Chantal's left leg under the aluminum band appears to have fallen off by this time.,0
WOODPAUVA1,,2016-11-29,2741-54638,P,alive,"Seen regularly until 8/16/16, not again until 11/29/16, which was last sighting to date (3/22/17)",0
GRIFRACMA1,,2016-12-02,1891-11072,P,alive,"Again, this is the same cardinal that's lost his Aluminum and purple bands.",0
NICHGLONC1,,2016-12-07,2711-64001,P,alive,"Identified by photo.  Green band looks more yellow than green, but only one wren was banded in my yard.",0
MEALRYAPA1,,2016-12-11,2651-56644,P,alive,"Banded male NOCA from 2015, still hanging around.  Had been puffing himself up to keep warm in the 20 degree weather, perched on a branch near feeder.",0
DEBRMARNC1,,2016-12-26,2180-92544,P,alive,Chantal doesn't actually have a yellow left leg bottom band as her leg has fallen off below the aluminum band. She perches really well on her remaining right leg - one very plucky little bird! I can provide a photo if you wish.,0
PRASJOHPA1,,2017-01-01,1352-45933,P,alive,"I have been attracting Robins, Cardinals and Mockingbirds with RAISINS for the past 3 years. I started in January 2015. The come to me , very close, 2 feet away, as soon as I walk outside. often they are waiting near my door or nearby limbs. hey also come when I call them :) This bird was banded here  June 21, 2016",0
SACHLARPA1,,2017-01-01,2730-26346,P,alive,This bird had NO left leg band. The band number for thsi bird is 2750-63976.,0
AKREMICMA2,,2017-01-07,2780-93227,P,alive,"Bird actually does not have a left leg, or any bands, on the left leg. It is just a stump now. Yellow band still on right leg. Good looks, at feeder.",0
BEEGERLNC1,,2017-01-07,2701-55832,P,alive,"Winter storm Helena, sleeting, 29F. Male, Feeding on safflower at 11 am. The banded female mate has not been spotted yet this first week of January.",0
RALSJIMPA1,,2017-01-07,2750-45169,P,alive,"When CACH banded at home, only bands placed on left leg, aluminum over PK.  No bands placed on the right leg.  I am not able to enter no band in the bottom field on the right leg.  
I PUT AN A IN THE BOTTOM FIELD BUT ACTUALLY THERE ARE NO BANDS ON THE RIGHT LEG ON THIS BIRD AND IT WAS BANDED THAT WAY.  
Sue Ralston",0
BEEGERLNC1,,2017-01-08,2701-55835,P,alive,"Seen on deck at 14:30, freezing temperature. JLM: entered in the website as BU,P/A",0
HAZZANNMA1,,2017-01-14,2720-99636,P,alive,"Observed this bird at feeder this winter between 11/25/16 and 1/14/17, not thereafter. Banded in 2015, seen during 15/16 winter at my feeder.",0
KIMBMARGA1,,2017-01-19,2711-58029,P,alive,"This bird still has an injured leg/foot. She has trouble perching. She tries to grab a twig, or tries to rest her tarsus on a twig, but is unable to do so. I wonder if the bands are inhibiting her from resting her tarsus on a twig? But, she does show up ocdasionally, so I presume she is surviving OK.",0
TABACARPA1,,2017-01-19,2661-31447,P,alive,"Wherever I answered A it was written as X on my visit record. I took X to be silver/ aluminum
",0
ELINEDPA1,,2017-01-28,2711-77255,P,alive,R/PK Left Leg bottom.  No right leg band.  We see this one regularly.,0
DOPPJANMA1,,2017-01-31,2651-43481,P,alive,This bird was observed on 24 of 29 observation days in January 2017.,0
HIGGBETMA1,,2017-01-31,2750-34929,P,alive,I expect it has been coming regularly but unfortunately I am not sure. I will keep checking now and see how often it comes in.,0
GETZGLEPA1,,2017-02-01,2651-56430,P,alive,I have seen this bird literally daily in 2017. Often with a female cardinal that is not tagged as well,0
MEALRYAPA1,,2017-02-04,2651-56640,P,alive,Female cardinal at feeder in backyard with a male cardinal.  This individual has been respotted many times.,0
BEEGERLNC1,,2017-02-09,1352-92507,P,alive,"She was on backyard deck at 9 am on 2017 Feb 10. Have seen plenty of AMRO on certain days this winter, but first time I have seen THIS AMRO ( 1352-92507 ) since 2016 Nov 20. Possible that she was around but I watch several times a week and never saw her. Where has she been? AMRO looked plump and healthy.",0
WISSSTEGA1,,2017-02-12,2661-31836,P,alive,This sparrow lives in my yard and I hadn't seen him in a while but he is back and happy and healthy!,0
SHAIKAIPA1,,2017-02-13,2750-64078,P,alive,"just guessing the site code... our address is 210 Sunridge Road PIttsburgh, PA
",0
TABACARPA1,,2017-02-16,1352-46358,P,alive,Wherever I answered A it was written as X on my visit record. I took X to be silver/ aluminum,0
STEWBETMD1,,2017-02-20,2750-41362,P,alive,This chickadee was still wearing the backpack transmitter that was put on her last year.,0
HARVSUENC1,,2017-02-22,0851-39818,P,alive,"only has 2 bands
still has missing feathers on back of neck
has leg scale",0
GALVLIBPA2,,2017-02-28,4501-87596,P,alive,"This bird has not been since since 10/26/16, when it was discovered caught in a sticky flypaper trap and freed/released, though with the loss of all primary tail feathers. Image of bird at time of observation in October, here: http://imgur.com/a/oAMR9",0
BEEGERLNC1,,2017-03-02,2701-55835,P,alive,"Female 2701-55835 at flat feeder for safflower, 8 am March2. I have seen her often over the past month. Her pink band is missing. I have not seen her banded male mate x-55832 since late January. Another NOCA pair appear to be holding territory in the yard.",0
MADJDAVPA1,,2017-03-02,2430-14741,P,alive,This little one has been living in the front shrubs all winter.  He's been much more active lately and has been flitting about with some other birds.,0
MADJDAVPA1,,2017-03-05,2741-54817,P,alive,This morning she is eating seeds and pulling up small plants under the hedges she lives in.,0
MADJDAVPA1,,2017-03-07,2741-54817,P,alive,"She is busy bringing nesting materials into the shrub.  She seems to have a poor sense of what will fit neatly into the shrub and you can see large, brown bits of plant material sticking out of the top of the shrub.",0
DEMAPATPA1,,2017-03-11,1352-46401,P,alive,"""Master of the Garden"" returns for the fourth year! This was in the first bird group banded in Nestwatch in 2013

",0
GALVLIBPA2,,2017-03-17,4501-87596,P,alive,"Seeing this bird more frequently to the right side of the combined property space, occasionally feeding from the log suet feeder just to the right of the dividing line b/w yards. I have only occasionally seen in in the lower left corner of the property where there is a major concentration of feeders.",0
MEALRYAPA1,,2017-03-26,1352-46009,P,alive,"Very exciting!  I don't think I've seen this bird since it was banded last summer here.  But a bunch of AMRO were in the backyard just now and I found it among the others!  Wonder what it has been doing all this time?  Right leg was NOT banded, so I am putting ""A"" in so at least I can submit the data.",0
PRASJOHPA1,,2017-03-27,1352-45933,P,alive,"I refer to this Robin as Pinky. she was banded here June 2016. she had first clutch in nest front porch, they are hanging around, come near us for raisins. she is back sitting on same nest again!",0
TABACARPA1,,2017-03-28,2661-31448,P,alive,Wherever I answered A it was written as X on my visit record. I took X to be silver/ aluminum,0
GRIFRACMA1,,2017-03-31,1891-11072,P,alive,"Again, this is the same male cardinal who's removed his aluminum and purple bands.",0
GALVLIBPA2,,2017-04-01,4501-87598,P,alive,Reliably seeing this bird and it's partner (also banded) almost every day.,0
PRASJOHPA1,,2017-04-01,1352-45933,P,alive,"she is here everyday, several times a day , she comes when I call her. been here just about every day since January! banded here 2016 June",0
STEWBETMD1,,2017-04-01,2710-54233,P,alive,This bird is in the process of building a nest in one of our nest boxes.,0
BEEGERLNC1,,2017-04-02,2701-55835,P,alive,"At safflower, 19:40. Have not seen her banded mate since January. Two other NOCA in yard. Her band is 2701-55835",0
GALVLIBPA2,,2017-04-02,4501-87597,P,alive,Reliably seeing this bird and it's partner (also banded) almost every day.,0
PRASJOHPA1,,2017-04-02,1352-46352,P,alive,this Robin was here often in 2015- but we were SO excited to him today!!!,0
DEMAPATPA1,,2017-04-08,1352-45946,P,alive,Nested in my redbud tree last year.  Partner not banded. They are nesting in my neighbor's back garden. They come to the water pond in my garden and are chased by the Master of the Garden (AMRO A-BK/Y),0
DEMAPATPA1,,2017-04-08,1352-46401,P,alive,"This robin has chased all other male robins from the garden, has taken a partner, but she is not banded.

The pair collects nesting materials, but nest site has not been located yet.",0
DEMAPATPA1,,2017-04-08,1761-81913,P,alive,courtship behavior. Partner not banded; likely nesting in pachysandra under the hydrangea bush,0
DEMAPATPA1,,2017-04-08,2641-64001,P,alive,"This was the first bird banded in Nestwatch in 2013.  

This is a year-round resident and has dominant position over other cardinals in the area.  He has a mate exhibiting courtship behavior, but she is not banded.",0
DEMAPATPA1,,2017-04-09,2750-63932,P,alive,"partner not banded. Inspecting nest boxes
successful nesting in 2016",0
DEMAPATPA1,,2017-04-09,2711-77204,D,found dead,"Bird found dead when cleaning out rain gutter.  It must have fallen into the downspout from the gutter and was unable to escape.

Buried in the garden with appropriate ceremony. (poor birdie)",0
NEWTROBNC1,,2017-04-13,0851-39912,P,alive,"Perched on branch. Right ""foot"" hanging down when she repositioned herself.",0
HARVSUENC1,,2017-04-14,0851-39818,P,alive,only two bands...   this bird continues with missing feathers on nape of neck .. but otherwise looks healthy,0
DEBRMARNC1,,2017-04-19,2180-92544,P,alive,Chantal (I named her) actually only had one leg left; she had scaly leg when banded and her left leg fell off. She was quite adept getting around with only her right leg that had the green band. She successfully built a nest in a nest box and laid four eggs but they were predated.,0
MEALRYAPA1,,2017-04-20,1352-46009,P,alive,"NO BAND ON RIGHT LEG AT ALL, this is how it was banded.  It was out back getting worms after large thunderstorm.",0
BEEGERLNC1,,2017-04-21,1352-92507,P,alive,"AMRO has only metal band. Backyard sighting. Seen it earlier this month , but forgot to enter data point.",0
BEEGERLNC1,,2017-04-21,2701-55831,P,alive,"Wow, one of my five GRCA came back from its wintering ground! All bands still on legs. Hoping to see more of the banded birds. Feeding on suet.",0
MADJDAVPA1,,2017-04-21,2661-08096,P,alive,He and his mate seem to be very busy this morning.  Their nest may have been damaged in the storm that came through yesterday.  The shrub they built in was quite battered and the female was very active after the storm.,0
BENNBILMA1,,2017-04-23,2750-34955,P,alive,Scolding us with another chickadee in attendance--nest building in area??,0
HAWKDIAGA1,,2017-04-25,2651-56797,P,alive,"She was being fed by the male Northern Cardinal banded at the same time (A, Bk/P).",0
HAWKDIAGA1,,2017-04-25,2651-56798,P,alive,"He was feeding the female cardinal banded at the same time (A/O, G).",0
DURBLAUNC1,,2017-04-26,2180-92584,P,alive,"Female has nested in our bird box. She had 6 eggs and now 6 hatchlings. We are following them as part of the Nestwatch program, but I thought you might like to know she is nesting.",0
GERYERIMD1,,2017-04-26,2651-47562,P,alive,Female spotted perched on gutter at roofline of screen porch. Very active.; 2561-47562 is the female cardinal's band number,0
MARIJAYGA1,,2017-04-26,2661-07990,P,alive,"Please note I accidentally misplaced my information regarding a titmouse that was tagged at site MARIJAYGA1 on July 1, 2015.  Nonetheless, I believe this is the correct information, but may be mistaken.  It should hopefully be the same information I have submitted for this particular titmouse in the past.",0
BEEGERLNC1,,2017-05-01,1352-92507,P,alive,"Robin has only the aluminum band, but it was the only AMRO banded in my yard for this project, so I am sure it. Is 1352-92507",0
BEEGERLNC1,,2017-05-01,2701-55831,P,alive,In yard with at least two other GRCA that are not banded. Still looking for the other three GRCA that were banded last summer.,0
BEEGERLNC1,,2017-05-01,2701-55835,P,alive,She has a nonbanded mate and a fledgling (saw her feeding it 4/21/17). She lost her Pink band.,0
BENNBILMA1,,2017-05-02,2730-27525,P,alive,First sighting of this at-least-five-year-old bird since last year!,0
DOPPJANMA1,,2017-05-03,2651-17199,P,alive,This is the first re-sighting of this bird since it was banded in 2015.,0
DOPPJANMA1,,2017-05-03,2651-43481,P,alive,This bird over-wintered in the yard; has been seen at least once in every month since it was banded in2016.,0
GRIFRACMA1,,2017-05-03,2641-85630,P,alive,Missing Orange band. Will report Red as left leg top band going forward.,0
DOPPJANMA1,,2017-05-06,1352-63578,P,alive,"As discovered on resighting on5/27/16, the pink bands have bleached to white.",0
GRIFRACMA1,,2017-05-06,2750-34984,P,alive,Observed gathering nesting material and building a nest with an unbanded Chickadee.,0
DOPPJANMA1,,2017-05-08,2561-86695,P,alive,First re-sight of this bird since June 2014. Male was banded in 2013. He was foraging with an unbanded bird.,0
